id,lat,lon,name,city,address,rating,price,url,category1,category2,category3
mountain-grounds-martinez,37.9978399,-122.13257,Mountain Grounds,Martinez,"3750 Alhambra Ave, Martinez, CA 94553",5.0,1,https://www.yelp.com/biz/mountain-grounds-martinez?adjust_creative=j4CRYDbimeXTfbmtBAk3ng&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=j4CRYDbimeXTfbmtBAk3ng,Coffee & Tea,None,None
maxs-pig-n-pie-san-rafael,37.9719467163086,-122.504386901855,Maxs pig 'n' pie,San Rafael,"None, San Rafael, CA 94901",5.0,1,https://www.yelp.com/biz/maxs-pig-n-pie-san-rafael?adjust_creative=j4CRYDbimeXTfbmtBAk3ng&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=j4CRYDbimeXTfbmtBAk3ng,Sandwiches,Food Trucks,American (Traditional)
california-magic-dinner-theatre-martinez,38.0165114525348,-122.137832555959,California Magic Dinner Theatre,Martinez,"514 Main St, Martinez, CA 94553",5.0,4,https://www.yelp.com/biz/california-magic-dinner-theatre-martinez?adjust_creative=j4CRYDbimeXTfbmtBAk3ng&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=j4CRYDbimeXTfbmtBAk3ng,Performing Arts,American (Traditional),Magicians
sol-food-san-rafael-3,37.971787,-122.524161,Sol Food,San Rafael,"901 Lincoln Ave, San Rafael, CA 94901",4.5,2,https://www.yelp.com/biz/sol-food-san-rafael-3?adjust_creative=j4CRYDbimeXTfbmtBAk3ng&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=j4CRYDbimeXTfbmtBAk3ng,Latin American,Puerto Rican,None
tony-tutto-pizza-mill-valley,37.9040765762329,-122.54180431366,Tony Tutto Pizza,Mill Valley,"246 E Blithedale Ave, Mill Valley, CA 94941",4.5,2,https://www.yelp.com/biz/tony-tutto-pizza-mill-valley?adjust_creative=j4CRYDbimeXTfbmtBAk3ng&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=j4CRYDbimeXTfbmtBAk3ng,Pizza,Vegan,Vegetarian
food-basket-vallejo,38.1276585,-122.2501897,Food Basket,Vallejo,"1694 Broadway St, Vallejo, CA 94590",4.5,1,https://www.yelp.com/biz/food-basket-vallejo?adjust_creative=j4CRYDbimeXTfbmtBAk3ng&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=j4CRYDbimeXTfbmtBAk3ng,Grocery,Delis,Meat Shops
sues-kitchen-el-sobrante,37.9783401489258,-122.294654846191,Sue's Kitchen,El Sobrante,"448 Valley View Rd, El Sobrante, CA 94803",4.5,1,https://www.yelp.com/biz/sues-kitchen-el-sobrante?adjust_creative=j4CRYDbimeXTfbmtBAk3ng&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=j4CRYDbimeXTfbmtBAk3ng,Thai,Laotian,None
golden-gate-bridge-san-francisco,37.8165970086601,-122.47807463501,Golden Gate Bridge,San Francisco,"Hwy 101, San Francisco, CA 94129",4.5,1,https://www.yelp.com/biz/golden-gate-bridge-san-francisco?adjust_creative=j4CRYDbimeXTfbmtBAk3ng&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=j4CRYDbimeXTfbmtBAk3ng,Landmarks & Historical Buildings,None,None
sunshine-smoothies-and-coffee-vallejo,38.1186599731445,-122.273864746094,Sunshine Smoothies and Coffee,Vallejo,"821 Wilson Ave, Vallejo, CA 94590",5.0,1,https://www.yelp.com/biz/sunshine-smoothies-and-coffee-vallejo?adjust_creative=j4CRYDbimeXTfbmtBAk3ng&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=j4CRYDbimeXTfbmtBAk3ng,Coffee & Tea,Juice Bars & Smoothies,None
mr-dewies-cashew-creamery-albany,37.89027,-122.2980396,Mr Dewie's Cashew Creamery,Albany,"1116 Solano Ave, Albany, CA 94706",4.5,1,https://www.yelp.com/biz/mr-dewies-cashew-creamery-albany?adjust_creative=j4CRYDbimeXTfbmtBAk3ng&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=j4CRYDbimeXTfbmtBAk3ng,Desserts,Ice Cream & Frozen Yogurt,Vegan
picco-restaurant-larkspur,37.93395,-122.53559,Picco Restaurant,Larkspur,"320 Magnolia Ave, Larkspur, CA 94939",4.5,3,https://www.yelp.com/biz/picco-restaurant-larkspur?adjust_creative=j4CRYDbimeXTfbmtBAk3ng&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=j4CRYDbimeXTfbmtBAk3ng,Italian,None,None
michael-warring-vallejo-2,38.158422237706,-122.185553902518,Michael Warring,Vallejo,"8300 Bennington Ct, Vallejo, CA 94591",4.5,4,https://www.yelp.com/biz/michael-warring-vallejo-2?adjust_creative=j4CRYDbimeXTfbmtBAk3ng&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=j4CRYDbimeXTfbmtBAk3ng,American (New),None,None
mill-valley-market-mill-valley,37.90688,-122.54738,Mill Valley Market,Mill Valley,"12 Corte Madera Ave, Mill Valley, CA 94941",4.5,2,https://www.yelp.com/biz/mill-valley-market-mill-valley?adjust_creative=j4CRYDbimeXTfbmtBAk3ng&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=j4CRYDbimeXTfbmtBAk3ng,Grocery,Delis,"Beer, Wine & Spirits"
arti-natural-organic-indian-cafe-lagunitas-forest-knolls,38.01286,-122.7016,Arti Natural Organic Indian Cafe,Lagunitas-Forest Knolls,"7282 Sir Francis Drake Blvd, Lagunitas-Forest Knolls, CA 94938",4.5,2,https://www.yelp.com/biz/arti-natural-organic-indian-cafe-lagunitas-forest-knolls?adjust_creative=j4CRYDbimeXTfbmtBAk3ng&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=j4CRYDbimeXTfbmtBAk3ng,Indian,None,None
paleteria-and-pasteleria-la-michoacana-vallejo,38.1113543361425,-122.248508110642,Paleteria & Pasteleria La Michoacana,Vallejo,"504 Broadway St, Vallejo, CA 94590",4.5,1,https://www.yelp.com/biz/paleteria-and-pasteleria-la-michoacana-vallejo?adjust_creative=j4CRYDbimeXTfbmtBAk3ng&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=j4CRYDbimeXTfbmtBAk3ng,Mexican,Bakeries,Ice Cream & Frozen Yogurt
mare-island-brewing-co-vallejo,38.10052,-122.26305,Mare Island Brewing Co,Vallejo,"289 Mare Island Way, Vallejo, CA 94590",4.5,2,https://www.yelp.com/biz/mare-island-brewing-co-vallejo?adjust_creative=j4CRYDbimeXTfbmtBAk3ng&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=j4CRYDbimeXTfbmtBAk3ng,Breweries,Beer Bar,None
red-whale-coffee-san-rafael,38.0187175422907,-122.53676712513,Red Whale Coffee,San Rafael,"169 Paul Dr, San Rafael, CA 94903",4.5,1,https://www.yelp.com/biz/red-whale-coffee-san-rafael?adjust_creative=j4CRYDbimeXTfbmtBAk3ng&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=j4CRYDbimeXTfbmtBAk3ng,Coffee & Tea,None,None
pizza-matador-rockridge,37.8462448120117,-122.249580383301,Pizza Matador,Rockridge,", Rockridge, CA 94618",5.0,2,https://www.yelp.com/biz/pizza-matador-rockridge?adjust_creative=j4CRYDbimeXTfbmtBAk3ng&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=j4CRYDbimeXTfbmtBAk3ng,Pizza,Food Delivery Services,None
potala-vegan-restaurant-albany,37.88503,-122.2969,Potala Vegan Restaurant,Albany,"1045 San Pablo Ave, Albany, CA 94706",4.5,2,https://www.yelp.com/biz/potala-vegan-restaurant-albany?adjust_creative=j4CRYDbimeXTfbmtBAk3ng&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=j4CRYDbimeXTfbmtBAk3ng,Cafes,Vegan,Vegetarian
pearl-thai-cuisine-benicia,38.0658496876391,-122.167168879959,Pearl Thai Cuisine,Benicia,"870 Southampton Rd, Benicia, CA 94510",4.5,2,https://www.yelp.com/biz/pearl-thai-cuisine-benicia?adjust_creative=j4CRYDbimeXTfbmtBAk3ng&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=j4CRYDbimeXTfbmtBAk3ng,Thai,None,None
sweet-marias-coffee-warehouse-oakland-4,37.8207389817934,-122.282433790521,Sweet Maria's Coffee Warehouse,Oakland,"2823 Adeline St, Oakland, CA 94608",4.5,1,https://www.yelp.com/biz/sweet-marias-coffee-warehouse-oakland-4?adjust_creative=j4CRYDbimeXTfbmtBAk3ng&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=j4CRYDbimeXTfbmtBAk3ng,Coffee & Tea,None,None
the-workshop-benicia,38.0562946200371,-122.165350914001,The Workshop,Benicia,"511 Claverie Way, Benicia, CA 94510",4.5,2,https://www.yelp.com/biz/the-workshop-benicia?adjust_creative=j4CRYDbimeXTfbmtBAk3ng&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=j4CRYDbimeXTfbmtBAk3ng,Cajun/Creole,Seafood,Caterers
creekside-bakery-novato,38.1081937006922,-122.579678172443,Creekside Bakery,Novato,"1719 Grant Ave, Novato, CA 94945",4.5,2,https://www.yelp.com/biz/creekside-bakery-novato?adjust_creative=j4CRYDbimeXTfbmtBAk3ng&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=j4CRYDbimeXTfbmtBAk3ng,Bakeries,Desserts,Sandwiches
hoi-polloi-brewpub-and-beat-lounge-berkeley-2,37.8489208,-122.2721875,Hoi Polloi Brewpub and Beat Lounge,Berkeley,"1763 Alcatraz Ave, Berkeley, CA 94703",4.5,1,https://www.yelp.com/biz/hoi-polloi-brewpub-and-beat-lounge-berkeley-2?adjust_creative=j4CRYDbimeXTfbmtBAk3ng&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=j4CRYDbimeXTfbmtBAk3ng,Breweries,Pubs,None
philz-coffee-berkeley-2,37.878046,-122.269322,Philz Coffee,Berkeley,"1600 Shattuck Ave, Berkeley, CA 94709",4.5,1,https://www.yelp.com/biz/philz-coffee-berkeley-2?adjust_creative=j4CRYDbimeXTfbmtBAk3ng&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=j4CRYDbimeXTfbmtBAk3ng,Coffee & Tea,None,None
il-davide-san-rafael-3,37.9726007426891,-122.528520886806,Il Davide,San Rafael,"901 A St, San Rafael, CA 94901",4.5,2,https://www.yelp.com/biz/il-davide-san-rafael-3?adjust_creative=j4CRYDbimeXTfbmtBAk3ng&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=j4CRYDbimeXTfbmtBAk3ng,Italian,Desserts,Wine Bars
barrelista-coffee-house-martinez,38.0175859547999,-122.135796685378,Barrelista Coffee House,Martinez,"736 Main St, Martinez, CA 94553",4.5,1,https://www.yelp.com/biz/barrelista-coffee-house-martinez?adjust_creative=j4CRYDbimeXTfbmtBAk3ng&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=j4CRYDbimeXTfbmtBAk3ng,Coffee & Tea,Breakfast & Brunch,American (Traditional)
rasa-caffe-berkeley,37.850883,-122.271146,Rasa Caffe,Berkeley,"3140 Martin Luther King Jr Way, Berkeley, CA 94703",5.0,1,https://www.yelp.com/biz/rasa-caffe-berkeley?adjust_creative=j4CRYDbimeXTfbmtBAk3ng&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=j4CRYDbimeXTfbmtBAk3ng,Coffee & Tea,None,None
sacs-tasty-hot-dogs-vallejo,38.1058445,-122.2113821,Sac's Tasty Hot Dogs,Vallejo,"2445 Springs Rd, Vallejo, CA 94591",4.5,1,https://www.yelp.com/biz/sacs-tasty-hot-dogs-vallejo?adjust_creative=j4CRYDbimeXTfbmtBAk3ng&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=j4CRYDbimeXTfbmtBAk3ng,Fast Food,Hot Dogs,None
alcatraz-island-san-francisco-3,37.7624397277832,-122.485137939453,Alcatraz Island,San Francisco,"Alcatraz Island, San Francisco, CA 94122",4.5,2,https://www.yelp.com/biz/alcatraz-island-san-francisco-3?adjust_creative=j4CRYDbimeXTfbmtBAk3ng&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=j4CRYDbimeXTfbmtBAk3ng,Museums,Landmarks & Historical Buildings,None
cafe-cruiser-novato,38.06977,-122.53366,Cafe Cruiser,Novato,"8 Digital Dr, Novato, CA 94949",4.5,1,https://www.yelp.com/biz/cafe-cruiser-novato?adjust_creative=j4CRYDbimeXTfbmtBAk3ng&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=j4CRYDbimeXTfbmtBAk3ng,Sandwiches,None,None
snow-white-coffee-oakland,37.8240623474121,-122.255073547363,Snow White Coffee,Oakland,"3824 Piedmont Ave, Oakland, CA 94611",5.0,2,https://www.yelp.com/biz/snow-white-coffee-oakland?adjust_creative=j4CRYDbimeXTfbmtBAk3ng&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=j4CRYDbimeXTfbmtBAk3ng,Coffee & Tea,None,None
leaf-vallejo,38.1047222,-122.2566549,Leaf,Vallejo,"925 Marin St, Vallejo, CA 94590",4.5,1,https://www.yelp.com/biz/leaf-vallejo?adjust_creative=j4CRYDbimeXTfbmtBAk3ng&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=j4CRYDbimeXTfbmtBAk3ng,Desserts,Coffee & Tea,None
los-moles-hecho-en-casa-san-rafael-4,37.9721199,-122.52367,Los Moles Hecho En Casa,San Rafael,"912 Lincoln Ave, San Rafael, CA 94901",4.5,2,https://www.yelp.com/biz/los-moles-hecho-en-casa-san-rafael-4?adjust_creative=j4CRYDbimeXTfbmtBAk3ng&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=j4CRYDbimeXTfbmtBAk3ng,Mexican,None,None
vaishnu-express-cafe-vallejo,38.13704,-122.25508,Vaishnu Express Cafe,Vallejo,"4380 Sonoma Blvd, Vallejo, CA 94589",4.5,1,https://www.yelp.com/biz/vaishnu-express-cafe-vallejo?adjust_creative=j4CRYDbimeXTfbmtBAk3ng&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=j4CRYDbimeXTfbmtBAk3ng,Indian,Vegetarian,None
marvins-breakfast-club-novato,38.1079694,-122.5717214,Marvin's Breakfast Club,Novato,"1112 Grant Ave, Novato, CA 94945",4.5,2,https://www.yelp.com/biz/marvins-breakfast-club-novato?adjust_creative=j4CRYDbimeXTfbmtBAk3ng&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=j4CRYDbimeXTfbmtBAk3ng,Breakfast & Brunch,None,None
emilias-pizzeria-berkeley,37.85552,-122.26628,Emilia's Pizzeria,Berkeley,"2995 Shattuck Ave, Berkeley, CA 94705",4.5,2,https://www.yelp.com/biz/emilias-pizzeria-berkeley?adjust_creative=j4CRYDbimeXTfbmtBAk3ng&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=j4CRYDbimeXTfbmtBAk3ng,Pizza,None,None
weavers-coffee-and-tea-san-rafael,37.96234,-122.507865,Weaver's Coffee & Tea,San Rafael,"40 Louise St, San Rafael, CA 94901",4.5,1,https://www.yelp.com/biz/weavers-coffee-and-tea-san-rafael?adjust_creative=j4CRYDbimeXTfbmtBAk3ng&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=j4CRYDbimeXTfbmtBAk3ng,Coffee & Tea,None,None
house-of-soul-vallejo,38.1016654968262,-122.239242553711,House of Soul,Vallejo,"1526 Solano Ave, Vallejo, CA 94590",4.5,2,https://www.yelp.com/biz/house-of-soul-vallejo?adjust_creative=j4CRYDbimeXTfbmtBAk3ng&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=j4CRYDbimeXTfbmtBAk3ng,Soul Food,None,None
twisted-2-petaluma,38.2336160165747,-122.640337944031,Twisted 2,Petaluma,"29 F Petaluma Blvd N, Petaluma, CA 94952",5.0,4,https://www.yelp.com/biz/twisted-2-petaluma?adjust_creative=j4CRYDbimeXTfbmtBAk3ng&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=j4CRYDbimeXTfbmtBAk3ng,American (New),None,None
wallys-cafe-emeryville,37.8301438,-122.279408,Wally's Cafe,Emeryville,"3900 San Pablo Ave, Emeryville, CA 94608",4.5,1,https://www.yelp.com/biz/wallys-cafe-emeryville?adjust_creative=j4CRYDbimeXTfbmtBAk3ng&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=j4CRYDbimeXTfbmtBAk3ng,Mediterranean,Lebanese,None
royal-egyptian-cuisine-oakland,37.7950050870718,-122.273906589691,Royal Egyptian Cuisine,Oakland,", Oakland, CA 94607",4.5,1,https://www.yelp.com/biz/royal-egyptian-cuisine-oakland?adjust_creative=j4CRYDbimeXTfbmtBAk3ng&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=j4CRYDbimeXTfbmtBAk3ng,Food Trucks,Egyptian,None
xinias-bakery-el-sobrante-3,37.96301,-122.31987,Xinia's Bakery,El Sobrante,"3550 San Pablo Dam Rd, El Sobrante, CA 94803",4.5,1,https://www.yelp.com/biz/xinias-bakery-el-sobrante-3?adjust_creative=j4CRYDbimeXTfbmtBAk3ng&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=j4CRYDbimeXTfbmtBAk3ng,Bakeries,Salvadoran,None
the-loft-wine-bar-and-restaurant-benicia-2,38.0463943481445,-122.160789489746,The Loft Wine Bar & Restaurant,Benicia,"280 1st St, Benicia, CA 94510",4.5,2,https://www.yelp.com/biz/the-loft-wine-bar-and-restaurant-benicia-2?adjust_creative=j4CRYDbimeXTfbmtBAk3ng&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=j4CRYDbimeXTfbmtBAk3ng,Wine Bars,Tapas/Small Plates,American (New)
b-patisserie-san-francisco-2,37.7879217,-122.4409499,b. Patisserie,San Francisco,"2821 California St, San Francisco, CA 94115",4.5,2,https://www.yelp.com/biz/b-patisserie-san-francisco-2?adjust_creative=j4CRYDbimeXTfbmtBAk3ng&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=j4CRYDbimeXTfbmtBAk3ng,Bakeries,Cafes,None
jjs-burger-joint-novato,38.111646,-122.592464,JJ's Burger Joint,Novato,"2031 Novato Blvd, Novato, CA 94947",4.5,1,https://www.yelp.com/biz/jjs-burger-joint-novato?adjust_creative=j4CRYDbimeXTfbmtBAk3ng&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=j4CRYDbimeXTfbmtBAk3ng,Burgers,Barbeque,American (Traditional)
piccolo-petes-cafe-san-francisco,37.71257,-122.40082,Piccolo Petes Cafe,San Francisco,"2155 Bayshore Blvd, San Francisco, CA 94134",5.0,1,https://www.yelp.com/biz/piccolo-petes-cafe-san-francisco?adjust_creative=j4CRYDbimeXTfbmtBAk3ng&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=j4CRYDbimeXTfbmtBAk3ng,Coffee & Tea,None,None
rockin-crawfish-san-pablo,37.9660453796387,-122.343246459961,Rockin' Crawfish,San Pablo,"2300 El Portal Dr, San Pablo, CA 94806",4.5,2,https://www.yelp.com/biz/rockin-crawfish-san-pablo?adjust_creative=j4CRYDbimeXTfbmtBAk3ng&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=j4CRYDbimeXTfbmtBAk3ng,Cajun/Creole,Seafood,None
the-siren-canteen-stinson-beach,37.895390450117,-122.639034725165,The Siren Canteen,Stinson Beach,"3201 Hwy 1, Stinson Beach, CA 94970",4.5,1,https://www.yelp.com/biz/the-siren-canteen-stinson-beach?adjust_creative=j4CRYDbimeXTfbmtBAk3ng&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=j4CRYDbimeXTfbmtBAk3ng,Burgers,Ice Cream & Frozen Yogurt,Mexican
maya-thai-house-vallejo-2,38.1233023,-122.2549887,Maya Thai House,Vallejo,"3624 Sonoma Blvd, Vallejo, CA 94590",4.5,2,https://www.yelp.com/biz/maya-thai-house-vallejo-2?adjust_creative=j4CRYDbimeXTfbmtBAk3ng&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=j4CRYDbimeXTfbmtBAk3ng,Thai,None,None
gary-danko-san-francisco,37.80587,-122.42058,Gary Danko,San Francisco,"800 N Point St, San Francisco, CA 94109",4.5,4,https://www.yelp.com/biz/gary-danko-san-francisco?adjust_creative=j4CRYDbimeXTfbmtBAk3ng&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=j4CRYDbimeXTfbmtBAk3ng,American (New),French,None
batika-india-bistro-novato-2,38.107758,-122.568242,Batika India Bistro,Novato,"868 Grant Ave, Novato, CA 94945",4.5,2,https://www.yelp.com/biz/batika-india-bistro-novato-2?adjust_creative=j4CRYDbimeXTfbmtBAk3ng&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=j4CRYDbimeXTfbmtBAk3ng,Indian,None,None
sacred-wheel-oakland,37.836647,-122.264221,Sacred Wheel,Oakland,"4935 Shattuck Ave, Oakland, CA 94609",4.5,1,https://www.yelp.com/biz/sacred-wheel-oakland?adjust_creative=j4CRYDbimeXTfbmtBAk3ng&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=j4CRYDbimeXTfbmtBAk3ng,Cheese Shops,Sandwiches,None
bls-soup-and-sandwich-oakland,37.7410799,-122.14974,BLS Soup and Sandwich,Oakland,"10901 Macarthur Blvd, Oakland, CA 94605",5.0,1,https://www.yelp.com/biz/bls-soup-and-sandwich-oakland?adjust_creative=j4CRYDbimeXTfbmtBAk3ng&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=j4CRYDbimeXTfbmtBAk3ng,Sandwiches,Soup,None
cafe-4-castro-valley-2,37.692222,-122.092735,Cafe 4,Castro Valley,"20600 John Dr, Castro Valley, CA 94546",4.5,1,https://www.yelp.com/biz/cafe-4-castro-valley-2?adjust_creative=j4CRYDbimeXTfbmtBAk3ng&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=j4CRYDbimeXTfbmtBAk3ng,Coffee & Tea,None,None
gran-milan-cafe-and-bakery-richmond-2,37.8986188,-122.3104505,Gran Milan -  Cafe&Bakery,Richmond,"5327 Jacuzzi St, Richmond, CA 94804",4.5,1,https://www.yelp.com/biz/gran-milan-cafe-and-bakery-richmond-2?adjust_creative=j4CRYDbimeXTfbmtBAk3ng&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=j4CRYDbimeXTfbmtBAk3ng,Pizza,Cafes,Bakeries
mountain-view-winery-san-rafael,37.9737954,-122.5269869,Mountain View Winery,San Rafael,"1040 Court St, San Rafael, CA 94901",4.5,2,https://www.yelp.com/biz/mountain-view-winery-san-rafael?adjust_creative=j4CRYDbimeXTfbmtBAk3ng&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=j4CRYDbimeXTfbmtBAk3ng,Wine Bars,None,None
